UID,DV,Zip Code,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105
2357,0,110063,,Delhi NCR,34,female,post-graduate,,1,40000,Yes,Yes,salaried,OPTEAMIX INDIA BUSINESS SOLUTIONS PRIVATE LIMITED,mas-term,7183,44,200000,4000,27412,mas-term,0,0,365,1.7,102091,-2,0,0,0,39.41,33,3,-2,3,0,0,111.71,7,108.78,119656,33,RVLRPLUS,-2,0,-1,3,0,2,0,38,3,0,0,18.42,0,2,9.52,0,2,39943,6,1,7,3,0,114,0,3,45,1,18,1,39944,6,2,3,2,119656,100,5,407,9,20,97.45,0,0,3,12,23,0,0,1,5,200000,519655,0,7759,"7,759","4,78,964",638518,159554,478964,0,1,5,624
2358,0,560004,SOUTH,Bangalore,29,male,post-graduate,,733,70370,Yes,Yes,salaried,GOVERNMENT OF TAMIL NADU,mas-term,10157,60,400000,9440,83008,mas-term,1,1,194,4.82,234452,0,3,1,3,97.71,0,0,0,0,0,3,126.82,11,89.13,247098,0,RVLRPLUS,0,2,-1,3,606860.6,1,725903.45,71,3,237381.6,0,1.37,0,3,3.03,0,3,60945,18,10,1,4,0,75,386755,13,100,-1,8,0,44903,18,0,2,-1,164883,100,18,322,8,29,80.29,0,356424.45,3,11,93,0,0,0,15,0,4203103,0,5492,"5,492","22,26,019",2226019,0,2226019,0,1,14,706
2359,0,500035,SOUTH,Hyderabad,42,male,graduate,,734,68610,Yes,Yes,salaried,ENFUSION SOFTECH INDIA PRIVATE LIMITED,mas-term,7618,60,300000,7080,62256,mas-term,5,10,368,0.82,513466,-2,0,-2,20,35.23,0,3,-2,2,0,1,77.34,12,81.08,1213659,0,TRANPLUS,-2,0,-1,4,255285.4,0,608113.45,135,5,255285.4,0,0,0,3,0,0,3,405419,53,5,0,17,0,138,-2,35,50,-1,22,0,405419,53,0,3,-1,517295,50.57,52,332,5,58,53.26,0,608113.45,5,9,80,0,0,0,32,0,4680978,0,0, -   ,"23,68,373",2368373,0,2368373,20482,1,31,765
2360,0,400097,,Mumbai,23,male,graduate,,1,45047,Yes,Yes,salaried,RUSADA INDIA PRIVATE LIMITED,emi-free,1202,60,100000,2360,20712,emi-free,1,0,277,-5,204607,-2,0,-2,5,43.58,0,1,-2,1,0,2,89.96,12,0,61654,0,TRANPLUS,-2,0,-1,1,272620.55,1,277282.2,37,2,272620.55,0,2.86,6,1,5.56,0,4,30314,5,7,1,2,0,57,-2,3,-2,-1,17,0,22606,5,0,2,-1,0,0,5,287,3,18,48.01,6,277282.2,2,9,33,0,0,0,5,0,172715,0,0, -   ,"1,41,035",141035,0,141035,0,1,4,736
2361,0,600100,,Chennai,43,male,post-graduate,,690,92990,Yes,Yes,salaried,Jamia Hamdard university,mas-term,10157,60,400000,9440,83008,mas-term,2,3,166,1.9,474189,-2,0,0,8,0,0,1,0,0,0,3,98.99,12,98.99,110866,2,RVLRPLUS,0,0,-2,1,513985.45,0,593030.1,98,1,513985.45,0,0,0,1,0,0,0,114024,46,1,0,14,1,99,0,32,-2,1,18,1,110866,48,1,1,1,110866,100,32,330,6,48,91.14,0,593030.1,1,9,116,2,2,8,15,2430900,2865953,0,19042,"19,042","19,71,461",2751461,780000,1971461,-1,1,22,685
2362,0,110019,,Delhi NCR,33,male,graduate,,638,49300,Yes,Yes,salaried,UNI-SOLUTIONS (BANGALORE) PRIVATE LIMITED,mas-term,7618,60,300000,7080,62256,mas-term,4,3,276,1.12,170098,-2,0,-2,16,33.14,0,1,-2,0,0,3,98.58,12,89.62,227386,5,REVOLVER,-2,0,1,2,1207940.25,1,2819114.45,103,2,153508.25,0,0.98,3,1,1.72,0,2,49914,17,4,1,4,0,90,-2,10,100,-1,32,0,41224,20,1,1,1,41224,37.64,17,402,2,57,77.04,0,192954.45,2,10,73,0,4,3,16,5713402,1451877,0,0, -   ,"9,88,572",3784968,2796396,988572,28423,1,18,747
2363,0,560103,SOUTH,Bangalore,29,male,graduate,,709,110828,Yes,Yes,salaried,POCLAIN HYDRAULICS PRIVATE LIMITED,mas-term,12563,63,500000,11800,98005,mas-term,2,2,168,1.11,83483,-2,0,0,5,40.07,0,1,-2,2,0,1,101.69,12,91.5,86435,11,REVOLVER,-2,0,-1,2,54324.55,0,141443.75,51,2,54314.55,0,1.89,0,2,0,0,2,45752,9,7,1,2,0,92,0,6,100,-7,27,1,45752,9,1,1,-7,45752,100,9,294,4,26,85.27,0,164368.75,2,11,25,0,2,0,9,0,3094037,0,517,517,"18,84,306",1884306,0,1884306,0,1,8,697
2364,0,560078,SOUTH,Bangalore,37,male,professional,,728,88261,Yes,Yes,salaried,INNOVATIVIEW INDIA PRIVATE LIMITED,mas-term,7618,60,300000,7080,62256,mas-term,6,4,272,1.51,1858837,108849,0,8,20,25.56,0,2,108849,1,0,2,102.13,12,103.7,2581723,2,RVLRPLUS,1,1,-2,6,2809957.85,3,4308339.25,196,6,2029798.85,0,3.08,0,6,2.94,0,1,344574,43,1,6,13,1,108,780323,30,53,1,22,1,344575,45,1,5,1,2092232,81.04,40,514,15,96,95.06,0,3324430.25,6,12,60,3,3,2,36,3230152,7419934,0,25661,"25,661","46,98,057",7726642,3028585,4698057,53513,0,38,758
2365,0,110063,,Delhi NCR,34,male,graduate,,608,37950,Yes,Yes,salaried,MEDLIFE INTERNATIONAL PRIVATE LIMITED,mas-term,3615,36,100000,2360,18941,mas-term,0,0,249,-1,-1,-2,-1,1,1,-1,-1,0,6803,1,-1,2,-1,6,-1,-1,20,NOBC,1,-1,-1,-1,6803,1,19735,14,-1,-1,-1,6.67,-1,-1,11.11,-1,-1,-1,10,-1,1,0,2,-1,6803,9,-1,2,-1,2,-1,10,2,0,2,-1,-1,10,-1,1,8,-1,-1,-1,-1,5,133,0,1,0,9,0,238148,0,0, -   ,"1,17,386",117386,0,117386,0,1,8,748
2366,0,600093,,Chennai,58,male,graduate,,637,83687,Yes,Yes,salaried,UTI INFRASTRUCTURE TECHNOLOGY AND SERVICES LIMITED,mas-term,6348,60,250000,5900,51879,mas-term,1,0,372,1.05,132838,-2,1,5,2,51.75,0,0,-2,3,0,0,117.12,10,116.88,800721,9,RVLRPLUS,-2,0,-2,4,0,9,0,102,4,0,0,28.72,0,4,14.75,0,3,172133,50,1,27,16,3,119,433440,32,73,0,175,3,245830,55,5,5,0,600665,75.02,48,449,19,61,107.48,0,0,4,10,170,1,3,3,29,4636180,2223225,382709,62667,"4,45,376","11,98,709",3188671,1989962,1198709,55098,1,31,660
2367,0,500010,SOUTH,Hyderabad,35,male,professional,,690,40490,Yes,Yes,salaried,Small Business Fincredit India Pvt Ltd,mas-term,5714,60,225000,5310,46688,mas-term,3,3,108,2.11,82475,0,0,0,10,27.59,0,2,0,0,0,3,103.57,12,100.79,136157,0,REVOLVER,0,0,-1,1,15319.9,0,134509.7,77,1,15319.9,0,1.28,0,1,0,0,1,78297,23,6,1,2,0,-2,0,19,62,-1,25,0,44825,23,0,2,-1,58456,56.6,21,328,4,39,92.35,0,134509.7,1,10,58,2,1,2,21,426200,792740,0,0, -   ,"4,18,728",705787,287059,418728,0,1,22,720
2368,0,560086,SOUTH,Bangalore,29,male,graduate,,680,37117,Yes,Yes,salaried,Mercury car rentals pvt ltd,emi-free,3380,60,250000,5900,52920,emi-free,0,5,336,2.02,119832,-2,0,0,6,25.07,27,3,-2,2,0,1,75.52,11,66.7,344176,3,RVLRPLUS,-2,1,-1,4,215046.8,4,473021.75,147,7,215046.8,0,3.45,0,4,5.19,0,1,77024,31,1,5,11,0,47,0,19,40,-1,27,0,35336,31,1,7,1,240887,69.99,29,370,18,78,40.77,0,471063.75,5,12,65,0,0,1,28,106806,2131218,0,6604,"6,604","13,44,755",1344755,0,1344755,0,1,28,724
2369,0,560071,SOUTH,Bangalore,33,male,graduate,,687,32259,Yes,Yes,salaried,Ministry of Women and Child Development,mas-term,5079,60,200000,4720,41502,mas-term,1,0,228,-2,59135,-2,0,1,3,0,0,1,-2,0,0,3,-2,11,-2,35186,5,REVOLVER,-2,0,-1,-2,13670.4,0,13670.4,55,-2,4170.4,-2,0,-2,-2,0,-2,0,35186,21,1,0,2,1,-2,9500,16,100,1,13,1,35186,21,1,1,1,0,0,15,458,3,26,-2,-2,4170.4,-2,10,117,0,0,3,15,89700,467757,0,0, -   ,"2,97,736",329386,31650,297736,0,1,20,686
2370,0,560029,SOUTH,Bangalore,36,male,professional,,690,41692,Yes,Yes,salaried,DEWAN HOUSING FINANCE CORPORATION LIMITED,mas-term,7230,36,200000,4720,37885,mas-term,2,4,340,4.12,338414,-2,0,-2,10,43.88,0,1,-2,1,0,2,90.32,12,90.32,279208,0,RVLRPLUS,-2,1,-1,3,544324.1,0,697791.15,103,3,544324.1,0,0,0,2,0,0,3,77049,23,6,0,5,0,87,-2,18,100,-1,16,0,77049,23,0,2,-1,187862,70.64,15,372,5,45,64.02,0,697791.15,3,11,104,2,0,2,14,534000,1143315,0,0, -   ,"5,86,703",1116016,529313,586703,0,1,15,766
2371,0,421301,,Mumbai,28,male,professional,,672,92003,Yes,Yes,salaried,STELLAPPS TECHNOLOGIES PRIVATE LIMITED,emi-free,4500,60,375000,8850,77628,emi-free,6,4,294,0.91,467999,54500,1,2,20,64.34,22,4,54500,0,0,3,81.72,12,91.96,1582301,5,REVOLVER,1,0,-1,4,1157209.2,0,1330332.75,115,5,1009686.2,0,0,0,4,0,0,4,680000,22,4,0,9,0,-2,147523,13,100,-1,23,0,456236,22,1,1,1,1066086,96.1,21,330,4,64,55.9,0,1182809.75,5,11,84,1,0,1,20,439000,4993640,0,0, -   ,"31,86,627",3186627,0,3186627,0,1,20,762
2372,0,201204,,Delhi NCR,41,male,graduate,,702,49826,Yes,Yes,salaried,CNH INDUSTRIAL (INDIA) PRIVATE LIMITED,emi-free,2250,60,150000,3540,33750,emi-free,1,1,273,1.84,239943,0,0,6,3,28.33,0,3,0,1,0,2,132.73,12,141.12,111491,11,RVLRPLUS,0,0,-1,2,297606.55,6,284221.3,96,2,148738.55,0,6.19,0,2,12.24,0,1,26820,46,1,6,3,3,112,160091,43,84,1,20,3,26820,46,5,5,1,84671,75.94,45,536,11,48,94.53,0,171693.3,2,12,118,0,1,1,42,650000,1601290,0,42895,"42,895","5,12,477",805593,293116,512477,0,1,42,693
2373,0,600116,,Chennai,36,male,under-graduate,,1,38357,Yes,Yes,salaried,TECH MAHINDRA LIMITED,mas-term,5079,60,200000,4720,41502,mas-term,5,1,304,5.65,128149,11425,0,7,12,44.3,17,0,29046,1,0,2,75.08,12,0,91593,0,TRANPLUS,3,0,-1,5,430606.95,0,434606.95,94,6,283310.95,0,0,1,3,0,0,4,10261,23,2,0,6,0,44,147296,15,-2,-1,11,0,11122,23,0,1,-1,0,0,20,344,6,54,44.53,1,287310.95,5,10,49,1,0,0,20,0,1421625,0,0, -   ,"5,11,769",511769,0,511769,304088,1,22,752
2374,0,500090,SOUTH,Hyderabad,45,male,graduate,,744,60742,Yes,Yes,salaried,MERXIUS SOFTWARE PRIVATE LIMITED,emi-free,1203,60,100000,2360,20869,emi-free,4,4,200,2.12,137469,0,0,6,12,14.04,0,6,0,0,0,3,115.69,12,108.24,659596,5,RVLRPLUS,0,0,-2,5,543561.3,6,856017.25,197,5,289869.3,0,5.97,0,5,6.12,0,0,162828,42,11,12,9,0,-2,295713,32,38,0,76,2,162828,43,2,6,0,586757,100,36,432,24,96,102.89,0,602325.25,5,12,122,3,6,4,34,1506000,3210926,0,30416,"30,416","17,03,267",1926254,222987,1703267,0,1,37,714
2375,0,500039,SOUTH,Hyderabad,28,male,graduate,,741,50000,Yes,Yes,salaried,GREEN FINCH TEAM MANAGEMENT PRIVATE LIMITED,emi-free,3600,60,300000,7080,62100,emi-free,1,5,163,-5,20425,-2,1,8,5,99.96,0,0,112704,1,0,2,71.89,12,-2,15410,0,TRANSACTOR,1,0,-1,0,526570.35,1,526570.35,62,1,19402.35,8,1.47,999,0,4.35,2,3,12940,11,9,1,2,0,41,507168,7,-2,-1,15,0,7297,11,0,0,-1,0,-2,11,284,2,21,25.79,999,19402.35,1,8,15,0,0,0,10,0,1786267,0,285,285,"14,25,338",1425338,0,1425338,0,1,9,695
2376,0,560084,SOUTH,Bangalore,45,male,post-graduate,,758,128455,Yes,Yes,salaried,NORTHERN OPERATING SERVICES PRIVATE LIMITED,emi-free,7198,60,600000,14160,124158,emi-free,0,0,316,2.29,216340,-2,0,-2,1,31.57,0,1,-2,2,25,1,103.52,8,103.52,520462,0,RVLRPLUS,-2,0,-1,3,358407.15,0,361895.4,37,3,358407.15,0,0,0,3,0,0,3,59004,13,4,0,4,0,104,-2,9,100,-1,13,0,59004,13,0,2,-1,384577,100,7,320,5,15,76.3,0,361895.4,3,11,12,0,0,0,6,0,1335954,0,0, -   ,"11,44,242",1144242,0,1144242,0,1,5,783
2377,0,411040,,Pune,38,male,graduate,,753,58505,Yes,Yes,salaried,Northern Railway,mas-term,7618,60,300000,7080,62256,mas-term,7,3,306,1.17,122593,107500,1,9,23,55.45,0,1,107500,2,0,1,96.88,12,92.75,283103,0,REVOLVER,1,0,-2,2,349154.3,0,506719.25,116,2,165502.3,0,0,0,2,0,0,2,201759,34,7,0,4,0,-2,183652,30,100,-1,191,0,111775,35,0,3,-1,273160,100,28,270,7,73,83.14,0,297223.25,2,10,101,2,1,3,23,188248,3700783,0,0, -   ,"18,85,560",1954210,68650,1885560,3600,1,25,770
2378,0,502032,SOUTH,Hyderabad,37,male,post-graduate,,637,53590,Yes,Yes,salaried,AMRUTANJAN HEALTH CARE LIMITED,term,5079,60,200000,4720,41502,term,3,3,282,3.57,198662,0,0,0,10,21.74,0,2,0,0,0,3,95.74,12,77.18,371371,0,RVLRPLUS,0,0,-1,4,206804.95,0,1277024.2,89,4,210584.95,0,0,0,4,0,0,0,181360,19,4,0,6,0,100,0,13,78,-1,35,0,180594,19,0,3,-1,174105,100,19,386,8,41,73.82,0,450965.2,4,12,74,0,0,0,15,0,2301627,0,0, -   ,"13,02,057",1302057,0,1302057,37442,1,14,753
2379,0,600036,,Chennai,27,female,graduate,,708,60776,Yes,Yes,salaried,ERNST & YOUNG LLP,term,10157,60,400000,9440,83008,term,1,4,196,-2,59504,0,0,1,3,0,0,0,0,2,0,1,-2,11,-2,66537,46,REVOLVER,0,0,-1,-2,0,8,0,86,-2,0,-2,20.69,-2,-2,20,-2,0,66537,13,1,18,2,3,-2,1268,11,100,2,39,4,66537,13,6,2,2,66537,100,13,422,7,36,-2,-2,0,-2,12,102,0,1,0,13,0,1723439,0,47665,"47,665","8,95,755",895755,0,895755,0,1,12,738
2380,0,560067,SOUTH,Bangalore,28,female,graduate,,677,87381,Yes,Yes,salaried,JSS POWER PVT LTD,term,8549,48,300000,7080,59583,term,2,5,304,-2,70956,0,0,8,8,30.13,25,1,0,1,0,2,103.36,12,0,184451,0,TRANSACTOR,0,0,-1,1,797272.4,1,890226.75,126,1,177205.4,0,1.44,0,1,1.82,0,1,52270,40,8,2,4,0,91,620043,35,87,-1,14,0,45372,40,0,3,-1,0,0,35,402,8,49,94.45,0,270159.75,1,12,109,2,10,4,32,1465443,3733691,0,3212,"3,212","16,13,455",2819691,1206236,1613455,0,1,36,731
2381,0,600088,,Chennai,55,male,graduate,,773,84000,Yes,Yes,salaried,RDB AUTOMOTIVE PVT LTD,term,17775,60,700000,16520,145263,term,4,1,132,-2,78759,-2,0,1,10,33.84,0,2,-2,0,0,3,57.91,12,0,220722,17,REVOLVER,-2,0,-1,1,57155.95,0,83122.95,92,1,55145.95,2,1.09,999,0,0,2,3,74698,29,9,1,7,5,85,2010,21,56,3,11,5,62114,29,5,1,3,99729,65.35,20,210,5,45,28.59,2,81112.95,1,11,122,2,0,6,13,1436900,1490347,0,12750,"12,750","10,11,014",1585818,574804,1011014,0,1,18,706
2382,0,110045,,Delhi NCR,52,male,others,,752,40600,Yes,Yes,salaried,ECG EASY CONNECT LOGISTICS PRIVATE LIMITED,emi-free,2333,60,200000,4720,41217,emi-free,2,0,253,1.7,249079,-2,2,1,8,100,25,2,-2,1,0,2,420.94,12,1010.23,290968,0,REVOLVER,-2,0,-1,3,231258.6,1,239956.15,49,3,229015.6,0,2.04,0,2,4,0,2,202046,7,5,1,4,0,1010,2243,3,75,-1,19,0,202046,7,0,2,-1,202046,77.95,5,300,4,25,241.86,0,237713.15,3,10,28,1,1,1,5,45000,495860,0,1783,"1,783","4,59,191",459191,0,459191,0,1,5,695
2383,0,110059,,Delhi NCR,41,female,graduate,,734,30000,Yes,Yes,salaried,GIMPEX PVT LTD,term,3615,36,100000,2360,18941,term,3,2,344,1.56,79103,0,5,0,7,100,33,1,0,1,0,2,104.41,12,103.67,109856,5,REVOLVER,0,0,-2,1,1225279.75,0,2429686,78,1,77860.75,0,2.53,0,1,0,0,5,58667,19,2,2,3,0,-2,0,15,100,-1,11,0,55942,21,1,1,1,51837,48.1,18,294,6,41,102.72,0,80209,1,9,86,3,1,2,17,2954412,2325682,0,0, -   ,"19,30,545",4532819,2602274,1930545,0,1,18,766
2384,0,600094,,Chennai,36,male,post-graduate,,693,50600,Yes,Yes,salaried,E C BLADES AND TOOLS PRIVATE LIMITED,term,2441,60,100000,2360,20604,term,2,1,216,-2,-2,0,0,3,5,0,0,0,0,2,0,1,-2,12,-2,179374,6,NOBC,0,0,-1,-2,0,1,0,54,-2,0,13,1.79,13,-2,4.35,13,0,-2,63,1,1,3,4,-2,30000,60,-2,1,-2,4,-2,63,4,0,1,0,-2,62,288,0,21,-2,13,0,-2,2,213,0,0,1,59,66731,2150462,0,15034,"15,034","9,55,594",955594,0,955594,0,1,59,714
2385,0,140301,,Chandigarh,38,male,graduate,,748,86000,Yes,Yes,salaried,HERBALIFE INTERNATIONAL INDIA PRIVATE LIMITED,emi-free,3605,60,300000,7080,63023,emi-free,4,4,360,2.91,470978,-2,0,1,11,46.75,0,1,-2,1,0,2,97.01,12,99.15,409563,13,RVLRPLUS,-2,0,1,3,667565.8,1,1383443.7,137,3,614231.8,0,0.73,0,3,1.43,0,1,738688,27,1,1,6,2,99,53334,21,90,3,94,3,103117,32,4,3,4,103117,25.18,22,360,9,70,77.32,0,1336897.7,3,11,135,2,8,6,18,3231183,2005991,590,0,590,"7,98,584",3501869,2703285,798584,0,1,23,694
2386,0,560005,SOUTH,Bangalore,41,male,graduate,,708,49800,Yes,Yes,salaried,INDOSTAR CAPITAL FINANCE LIMITED,emi-free,1256,60,100000,2360,19660,emi-free,2,0,348,0.01,29651,-2,0,-2,4,7.09,0,3,-2,1,0,2,117.09,11,117.09,216132,13,REVOLVER,-2,0,-1,2,17494.1,0,58829,57,2,17494.1,0,0,0,2,0,0,0,96823,8,2,0,5,0,-2,-2,3,100,-1,28,0,91823,8,1,1,-7,215658,100,8,340,6,25,105.23,0,58829,2,12,59,1,0,0,8,0,372679,0,0, -   ,"3,31,125",331125,0,331125,0,1,7,730
2387,0,560100,SOUTH,Bangalore,37,male,graduate,,749,60743,Yes,Yes,salaried,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED,emi-free,4067,60,300000,7080,64036,emi-free,2,2,350,19.51,1073477,138405,0,14,8,29.61,17,1,214126,1,0,2,174.12,12,0,421360,5,RVLRPLUS,4,0,-1,3,1772109.05,2,2151301.2,77,3,1214022.05,0,2.63,0,3,4.44,0,2,128508,20,7,2,6,1,98,559026,14,100,0,56,1,114534,20,1,2,0,0,0,19,334,5,40,77.42,0,1591341.2,3,12,89,3,0,0,15,0,2087206,0,12010,"12,010","13,18,140",1318140,0,1318140,197672,1,15,700
2388,0,110048,,Delhi NCR,49,female,post-graduate,,746,90730,Yes,Yes,salaried,HP COMPUTING AND PRINTING SYSTEMS INDIA PRIVATE LIMITED,term,5079,60,200000,4720,41502,term,6,7,224,1.21,170723,0,0,1,21,22.57,0,3,428287,0,0,3,102.04,12,85.05,498044,0,RVLRPLUS,1,0,-1,5,656895.7,0,984912.45,144,5,254034.7,0,0.69,0,5,0,0,0,139340,40,9,1,18,0,81,428287,22,50,-1,37,0,105678,40,0,4,-1,365077,100,34,302,10,72,90.5,0,582051.45,5,12,112,2,0,2,18,1280000,7133025,0,0, -   ,"49,06,534",4906534,0,4906534,8117,1,19,744
2389,0,560100,SOUTH,Bangalore,36,male,post-graduate,,-1,73041,Yes,Yes,salaried,CAPGEMINI TECHNOLOGY SERVICES INDIA LIMITED,term,8888,60,350000,4130,72630,term,3,5,214,1.64,64907,0,0,2,7,4.67,0,3,0,0,0,3,123.1,12,123.1,238674,13,REVOLVER,0,0,0,2,59607.3,7,575669.9,103,2,0,0,12.04,0,2,14.29,0,0,50747,47,1,13,7,2,127,135955,39,67,0,37,3,50748,48,6,2,1,238674,100,44,454,8,44,109.65,0,20136.9,2,12,137,5,7,3,28,5907000,3016850,88083,24671,"1,12,754","10,94,414",6027096,4932682,1094414,0,2,29,716
2390,0,400708,,Navi Mumbai,29,male,post-graduate,,771,35251,Yes,Yes,salaried,UNICO SEEDS PRIVATE LIMITED,term,59,60,275000,6490,25641,term,0,1,347,-5,62916,-2,0,-2,0,36.34,0,0,-2,3,0,0,51.27,8,0,80456,0,REVOLVER,-2,0,-1,3,82849,0,444017.6,49,3,82849,0,0,0,1,0,0,1,79888,30,9,0,8,0,0,-2,22,-9,-1,25,0,37,30,0,1,-1,59,0.59,18,350,3,20,16.71,0,282344.6,3,6,64,0,0,6,17,760350,3523539,0,0, -   ,"13,71,674",1371674,0,1371674,118464,1,22,738
2391,0,560078,SOUTH,Bangalore,31,female,post-graduate,,748,55060,Yes,Yes,salaried,RAJDHYAN VENTURES PRIVATE LIMITED,term,5079,60,200000,4720,41502,term,2,2,128,-5,-2,0,-2,8,6,-2,0,0,0,1,0,2,-2,12,-2,81,0,NOBC,0,0,-1,-2,429992,0,447908,62,-2,-2,-2,0,-2,-2,0,-2,-2,-2,12,1,0,1,0,-2,429992,11,-2,-1,-2,0,-2,12,0,0,-1,-2,-2,12,300,0,28,-2,-2,-2,-2,0,27,0,0,0,12,0,2366676,0,0, -   ,"13,71,170",1371170,0,1371170,0,1,11,760
2392,0,560037,SOUTH,Bangalore,38,male,graduate,,679,47791,Yes,Yes,salaried,Accenture Solutions Pvt Ltd,term,6348,60,250000,5900,51879,term,3,0,348,17.7,106155,-2,0,-2,6,8.77,0,1,-2,2,0,1,44.7,10,0,243181,11,RVLRPLUS,-2,0,-1,0,0,0,0,53,1,0,999,0,999,0,0,0,0,149314,18,2,0,6,1,-2,-2,12,100,0,27,1,117896,18,2,0,1,117896,77.86,15,374,4,25,44.7,999,0,0,11,84,0,0,0,11,0,800498,0,10213,"10,213","5,58,901",558901,0,558901,0,1,10,692
2393,0,500018,SOUTH,Hyderabad,28,male,graduate,,738,31800,Yes,Yes,salaried,PUNJAB LOGISTICS INFRASTRUCTURE LIMITED,term,3809,60,150000,3540,31129,term,2,0,371,7.54,661448,-2,1,-2,5,56.99,14,1,-2,2,0,1,98.27,12,0,394703,0,RVLRPLUS,-2,0,-1,6,751397.9,0,858966.4,53,6,751397.9,0,0,0,5,0,0,6,74803,11,5,0,7,0,98,-2,4,86,-1,15,0,73512,11,0,1,-1,0,0,8,363,6,31,72.37,0,858966.4,6,10,49,0,0,2,8,88500,647268,0,0, -   ,"5,88,856",588856,0,588856,0,1,9,759
2394,0,160071,,Chandigarh,40,female,professional,,774,62170,Yes,Yes,salaried,EMPLOYEES PROVIDENT FUND ORGANISATION,term,5079,60,200000,4720,41502,term,2,2,358,-2,183303,-2,1,-2,2,60.2,0,0,-2,2,33,1,-2,9,-2,323246,0,TRANSACTOR,-2,0,-1,-2,140254.35,0,195724,54,-2,140254.35,-2,0,-2,-2,0,-2,2,177552,27,5,0,3,0,-2,-2,24,-9,-1,161,0,128659,27,0,0,-1,0,0,27,364,2,25,-2,-2,195724,-2,7,42,0,0,0,9,0,4019555,0,0, -   ,"27,35,689",2735689,0,2735689,0,1,8,771
2395,0,560017,SOUTH,Bangalore,58,male,graduate,,658,41416,Yes,Yes,salaried,ENSIGN INSURANCE BROKERS PRIVATE LIMITED,term,7618,60,300000,7080,62256,term,0,1,200,-2,-2,0,0,0,0,0,0,0,0,3,0,0,-2,9,-2,28904,8,INACTIVE,0,0,-1,-2,0,0,0,26,-2,0,-2,0,-2,-2,0,-2,0,-2,12,1,0,1,1,-2,0,11,-9,0,-2,1,-2,12,1,1,0,0,0,10,300,3,12,-2,-2,0,-2,3,19,0,0,0,6,0,1008011,0,28904,"28,904","4,89,219",489219,0,489219,0,1,5,658
2396,0,560099,SOUTH,Bangalore,37,male,graduate,,738,41992,Yes,Yes,salaried,Rustomjee Construction Pvt Ltd,term,6305,72,250000,5900,36208,term,1,-2,236,-1,-1,0,-1,0,3,-1,-1,-2,0,0,-1,3,-1,12,-1,-1,0,NOBC,0,-1,-1,-1,-2,0,-2,33,-1,-1,-1,0,-1,-1,0,-1,-1,-1,5,-1,0,0,0,-1,0,5,-1,-1,-1,0,-1,5,0,0,-1,-1,-1,4,-1,0,17,-1,-1,-1,-1,4,37,1,0,1,4,693146,359580,0,0, -   ,"3,13,922",978462,664540,313922,0,1,4,757
2397,0,560019,SOUTH,Bangalore,42,male,graduate,,696,94701,Yes,Yes,salaried,Primus Remedies Pvt ltd,term,7618,60,300000,7080,58479,term,4,4,224,1.12,177605,-2,0,10,11,41.11,0,3,99099,0,0,3,91.39,12,90.62,431667,4,REVOLVER,1,0,-1,3,1185142.4,0,1823283.45,157,4,590548.4,0,1.24,0,3,0,0,1,184694,56,4,2,16,1,100,594594,39,80,-7,31,1,184694,56,2,3,1,229325,91.15,50,418,11,69,40.12,0,1228689.45,3,12,85,5,1,2,27,1086101,5700582,0,1027,"1,027","21,72,810",2788894,616084,2172810,-1,1,28,747
2398,0,500044,SOUTH,Hyderabad,36,male,post-graduate,,695,92891,Yes,Yes,salaried,GDC DIMENSION DATA PRIVATE LIMITED,term,5079,60,200000,4720,36428,term,3,6,206,1.2,1036307,0,1,0,13,72.13,33,1,0,0,11,3,114.34,12,227.95,682893,10,RVLRPLUS,0,0,-1,4,1238521.35,0,1595253.7,126,5,1291316.35,0,5.34,0,3,0,0,1,181991,21,11,7,9,0,228,0,12,-9,1,36,1,467304,21,2,3,2,467304,77.32,17,398,12,57,81.97,0,1783016.7,4,12,74,2,2,1,15,920000,3678454,0,0, -   ,"23,13,011",3110213,797202,2313011,0,1,15,732
2399,0,560036,SOUTH,Bangalore,40,male,post-graduate,,692,120764,Yes,Yes,salaried,Unlock Technologies Pvt Ltd,term,12697,60,500000,11800,97462,term,1,4,332,-2,149499,-2,0,-2,9,13.13,0,4,-2,2,0,1,110.85,12,110.85,289290,0,REVOLVER,-2,0,-2,1,165128.75,0,427297.9,142,1,165128.75,0,2.01,0,1,0,0,0,121930,25,1,3,7,0,111,-2,17,64,-1,33,0,121930,28,0,3,-1,289290,100,23,404,12,58,98.84,0,427297.9,1,11,67,0,1,4,17,7465000,2648253,0,0, -   ,"23,57,365",6103187,3745822,2357365,0,1,20,739
