ID,product,amount,interest,installment,period,adminfee,servicefee,totinterest,paymentmethod,gender,marital_status,age,Employer,jobtitle,income,DV,age_group,income_group,total_fees,amount_to_totint,income_to_install,amount_to_install,income_to_age,amount_to_totfees
6258,Study Loan,39999,23,2181.27,24,735,42,10608.71,Government Payroll,Female,Single,47,KZN PROVINCIAL GOVERNMENT OF EDUCATION,Principle,49295.94,1,"(44.0, 49.0]","(35000.0, 10000000000.0]",777,3.77003707,22.58929463,18.32907935,1026.99875,51.4125964
6259,Study Loan,15200,23,887.91,24,735,42,4366.4,Government Payroll,Female,Single,47,82 Office The Chief Justice,other,17521.44,1,"(44.0, 49.0]","(17000.0, 25000.0]",777,3.480331547,19.71115186,17.09959388,365.03,19.53727506
6260,Study Loan,39990,23,2206.42,24,735,42,11221.78,Government Payroll,Male,Single,28,National Defence Force,Soldier,21049.88,1,"(0.0, 31.0]","(17000.0, 25000.0]",777,3.563288241,9.535965063,18.11617182,725.857931,51.40102828
6261,Study Loan,10000,23,600.18,24,735,42,2661.18,Government Payroll,None,None,,,,,1,,,777,3.756320008,,16.63395323,,12.85347044
6262,Study Loan,5310,23,355.39,24,735,42,1476.51,Government Payroll,Male,Single,35,Sap,SERGEANT,22082.48,1,"(31.0, 41.0]","(17000.0, 25000.0]",777,3.593884305,61.96155897,14.89940795,613.4022222,6.825192802
6263,Study Loan,5000,23,336.77,24,735,42,1339.25,Government Payroll,Female,Single,32,Department Higher Education & Training,SENIOR ADMIN CLERK,17284.94,1,"(31.0, 41.0]","(17000.0, 25000.0]",777,3.730647267,51.17369808,14.80297244,523.7860606,6.426735219
6264,Study Loan,11470,23,685.73,24,735,42,3244.57,Government Payroll,Female,Married,49,Free State Department Education,DEPARTMENTAL HEAD,30663.19,1,"(44.0, 49.0]","(30000.0, 35000.0]",777,3.534047948,44.65101277,16.70234299,613.2638,14.74293059
6265,Study Loan,17830,23,1028.32,24,735,42,5106.75,Government Payroll,Male,Married ANC,56,Department Labour,DEPUTY DIRECTOR,60667.03,1,"(52.0, 100.0]","(35000.0, 10000000000.0]",777,3.490773824,58.93894027,17.32211557,1064.33386,22.91773779
6266,Study Loan,33000,23,1835.57,24,735,42,9311,Government Payroll,Female,Single,39,Sap,DATA TYPIST,17300.19,1,"(31.0, 41.0]","(17000.0, 25000.0]",777,3.543814433,9.419836979,17.96827782,432.50475,42.41645244
6267,Study Loan,7895,23,491.39,24,735,42,2155.52,Government Payroll,Female,Single,54,Limpopo Province Education Department,Teacher,21097.93,1,"(52.0, 100.0]","(17000.0, 25000.0]",777,3.660990856,42.84800666,16.03403806,383.5987273,10.14781491
6268,Study Loan,15203,23,887.39,24,735,42,4351.49,Government Payroll,Female,Married ANC,37,LIMPOPO PROVINCE HEALTH,Professional Nurse,47321.98,1,"(31.0, 41.0]","(35000.0, 10000000000.0]",777,3.49294312,53.26712367,17.11297966,1245.315263,19.54113111
6269,Study Loan,18000,23,1036.85,24,735,42,5141.23,Government Payroll,Male,Married,38,Department Public Services & Administration,other,17907,1,"(31.0, 41.0]","(17000.0, 25000.0]",777,3.500426858,17.25393843,17.34354676,459.1538462,23.13624679
6270,Study Loan,17151,23,978.4,24,735,42,4587.58,Government Payroll,Male,Single,34,Sap,SERGENT,17521.44,1,"(31.0, 41.0]","(17000.0, 25000.0]",777,3.737757651,17.88997345,17.51174188,500.6125714,22.04498715
6271,Study Loan,42500,23,2318.16,24,735,42,11392.87,Government Payroll,Male,Married,49,National Health Laboratory Services,DEPUTY DIRECTOR,65423.34,1,"(44.0, 49.0]","(35000.0, 10000000000.0]",777,3.730075909,28.20992946,18.32560065,1308.4668,54.62724936
6272,Study Loan,39900,23,2227.56,24,735,42,11818.53,Government Payroll,Female,Single,37,Free State Department Health,other,24578.39,1,"(31.0, 41.0]","(17000.0, 25000.0]",777,3.375768749,11.0288213,17.90393797,646.7997368,51.28534704
6273,Study Loan,7015,23,448.21,24,735,42,1998.89,Government Payroll,Male,Single,35,Department Higher Education & Training,Teacher,11362.98,1,"(31.0, 41.0]","(0.0, 12000.0]",777,3.507692923,25.29547428,15.61630418,315.6383333,9.016709512
6274,Study Loan,7000,23,446.81,24,735,42,1980.42,Government Payroll,None,None,,,,,1,,,777,3.532819897,,15.63162949,,8.997429306
6275,Study Loan,18071,23,1036.59,24,735,42,5064.31,Government Payroll,Female,Married ANC,54,Limpopo Province Education Department,Teacher,28489,1,"(52.0, 100.0]","(25000.0, 30000.0]",777,3.567600009,27.45689531,17.41632051,517.9818182,23.22750643
6276,Study Loan,38000,23,2101.63,24,735,42,10696.05,Government Payroll,Female,Married,44,Gauteng Department Education,Teacher,19907.83,1,"(41.0, 44.0]","(17000.0, 25000.0]",777,3.552381264,9.468061428,18.07260431,442.3962222,48.84318766
6277,Study Loan,25000,23,1404.85,24,735,42,6973.52,Government Payroll,None,None,,,,,1,,,777,3.584476064,,17.78283601,,32.13367609
6278,Study Loan,10000,23,601.77,24,735,42,2699.67,Government Payroll,Female,Single,52,SA Social Security Agency,CLERK CUSTOMER CARE,18507.94,1,"(49.0, 52.0]","(17000.0, 25000.0]",777,3.702784864,30.70481278,16.59007582,349.2064151,12.85347044
6279,Study Loan,21420,23,1222.85,24,735,42,6185.49,Government Payroll,Female,Married COP,41,KZN PROVINCIAL GOVERNMENT OF EDUCATION,Teacher,35288.5,1,"(31.0, 41.0]","(35000.0, 10000000000.0]",777,3.462383355,28.83400744,17.50214487,840.202381,27.53213368
6280,Study Loan,18000,23,1036.85,24,735,42,5141.23,Government Payroll,Female,Married,57,NORTH WEST EDUCATION AND SPORTS DEVELOPMENT,PHYSICAL RESOURCE PLANNER,32094.94,1,"(52.0, 100.0]","(30000.0, 35000.0]",777,3.500426858,30.92444958,17.34354676,553.3610345,23.13624679
6281,Study Loan,20553,23,1164.65,24,735,42,5655.45,Government Payroll,Female,Married,53,KZN PROVINCIAL GOVERNMENT OF EDUCATION,Teacher,17644.25,1,"(52.0, 100.0]","(17000.0, 25000.0]",777,3.633551079,15.13683353,17.63222237,326.7453704,26.41773779
6282,Study Loan,10995,23,653.59,24,735,42,2948.33,Government Payroll,Male,Single,38,Department Higher Education & Training,IT,26228.69,1,"(31.0, 41.0]","(25000.0, 30000.0]",777,3.727965334,40.06888281,16.79677355,672.5305128,14.13239075
6283,Study Loan,10000,23,603.25,24,735,42,2735.13,Government Payroll,Female,Married,34,DEPARTMENT OF WATER AND SANITATION TRADING ACCOUNT,HR OFFICER,16820.19,1,"(31.0, 41.0]","(12000.0, 17000.0]",777,3.654797104,27.83647497,16.54944146,480.5768571,12.85347044
6284,Study Loan,18000,23,1036.85,24,735,42,5141.23,Government Payroll,Female,Married,39,Department Public Services & Administration,HR Registry Clerk,17049.94,1,"(31.0, 41.0]","(17000.0, 25000.0]",777,3.500426858,16.42813509,17.34354676,426.2485,23.13624679
6285,Study Loan,16000,23,929.67,24,735,42,4569.13,Government Payroll,Female,Single,35,PROPERTY MANAGEMENT TRADING ENTITY,assistance director leasing,44286.44,1,"(31.0, 41.0]","(35000.0, 10000000000.0]",777,3.500994501,47.5855459,17.1919155,1230.178889,20.5655527
6286,Study Loan,16000,23,929.67,24,735,42,4569.13,Government Payroll,Female,Single,35,PROPERTY MANAGEMENT TRADING ENTITY,assistance director leasing,44286.44,1,"(31.0, 41.0]","(35000.0, 10000000000.0]",777,3.500994501,47.5855459,17.1919155,1230.178889,20.5655527
6287,Study Loan,37970,23,2129.45,24,735,42,11393.34,Government Payroll,Female,Married,35,Sap,POLICE OFFICER,21520.69,1,"(31.0, 41.0]","(17000.0, 25000.0]",777,3.33235624,10.10147621,17.82252576,597.7969444,48.80462725
6288,Study Loan,7000,23,447.45,24,735,42,1995.82,Government Payroll,Female,Married ANC,47,Sap,CLERK,16929.22,1,"(44.0, 49.0]","(12000.0, 17000.0]",777,3.505573862,37.75051845,15.60932099,352.6920833,8.997429306
6289,Study Loan,16000,23,929.67,24,735,42,4569.13,Government Payroll,Female,Single,35,PROPERTY MANAGEMENT TRADING ENTITY,assistance director leasing,44286.44,1,"(31.0, 41.0]","(35000.0, 10000000000.0]",777,3.500994501,47.5855459,17.1919155,1230.178889,20.5655527
6290,Study Loan,7450,23,466.11,24,735,42,1993.69,Government Payroll,Female,Married COP,52,NATIONAL DEPARTMENT OF CORRECTIONAL SERVICES,Correctional Officer,26623,1,"(49.0, 52.0]","(25000.0, 30000.0]",777,3.734916203,56.99514033,15.94913404,502.3207547,9.575835476
6291,Study Loan,14500,23,839.13,24,735,42,3896.2,Government Payroll,Female,Married,38,Sap,OFFICER,21520.69,1,"(31.0, 41.0]","(17000.0, 25000.0]",777,3.720619932,25.61590468,17.25923369,551.8125641,18.63753213
6292,Study Loan,8000,23,493.78,24,735,42,2107.04,Government Payroll,Female,Single,44,NATIONAL DEPARTMENT OF CORRECTIONAL SERVICES,OFFICER,27318.94,1,"(41.0, 44.0]","(25000.0, 30000.0]",777,3.794994402,55.21431747,16.1688023,607.0875556,10.28277635
6293,Study Loan,20000,23,1143.43,24,735,42,5699.24,Government Payroll,Male,Single,30,Free State Department Education,Teacher,17909,1,"(0.0, 31.0]","(17000.0, 25000.0]",777,3.508624198,15.64883829,17.47594873,577.7096774,25.70694087
6294,Study Loan,4800,23,326.8,24,735,42,1300.09,Government Payroll,Male,Married ANC,46,Sap,POLICE OFFICER,21815.69,1,"(44.0, 49.0]","(17000.0, 25000.0]",777,3.689214428,66.55183038,14.64307505,464.163617,6.16966581
6295,Study Loan,21440,23,1204.4,24,735,42,5722.35,Government Payroll,Male,Single,31,Department Higher Education & Training,LECTURE,25143.44,1,"(0.0, 31.0]","(25000.0, 30000.0]",777,3.746057816,20.85900116,17.78662685,785.7325,27.55784062
6296,Study Loan,8500,23,521.58,24,735,42,2275.03,Government Payroll,Female,Single,49,DEPARTMENT OF WATER AND SANITATION TRADING ACCOUNT,Accounting Clerk,26768.94,1,"(44.0, 49.0]","(25000.0, 30000.0]",777,3.734572919,51.22457806,16.26545218,535.3788,10.92544987
6297,Study Loan,39999,23,2187.17,24,735,42,10750,Government Payroll,Female,Single,61,Mpumalanga Health,NURSE,29893.61,1,"(52.0, 100.0]","(25000.0, 30000.0]",777,3.720491117,13.66146597,18.27965834,482.155,51.4125964
6298,Study Loan,12332,23,727.33,24,735,42,3380.71,Government Payroll,Female,Single,39,GAUTENG DEPARTMENT OF HEALTH,ASSISTANT NURSE,14554,1,"(31.0, 41.0]","(12000.0, 17000.0]",777,3.646675794,19.98270015,16.93188527,363.85,15.85089974
6299,Study Loan,17500,23,996.87,24,735,42,4681.95,Government Payroll,Female,Single,47,NATIONAL DEPARTMENT OF WATER AND SANITATION,Secretary,25360.94,1,"(44.0, 49.0]","(25000.0, 30000.0]",777,3.736960676,25.41507411,17.53735457,528.3529167,22.49357326
6300,Study Loan,10000,23,604.69,24,735,42,2769.73,Government Payroll,Female,Married ANC,52,Limpopo Province Education Department,Teacher,31999.44,1,"(49.0, 52.0]","(30000.0, 35000.0]",777,3.609157154,52.83138239,16.51009592,603.7630189,12.85347044
6301,Study Loan,7480,23,467.16,24,735,42,1988.5,Government Payroll,Female,Married,54,Free State Department Education,EDUCATOR,36735.25,1,"(52.0, 100.0]","(35000.0, 10000000000.0]",777,3.759738628,78.46729751,15.97744361,667.9136364,9.614395887
6302,Study Loan,30000,23,1656.51,24,735,42,8013.5,Government Payroll,None,None,24,NATIONAL DEPARTMENT OF HEALTH,,8252.35,1,"(0.0, 31.0]","(0.0, 12000.0]",777,3.743215422,4.978763326,18.09943831,330.094,38.56041131
6303,Study Loan,8200,23,505.67,24,735,42,2193.32,Government Payroll,Female,Single,49,Department Higher Education & Training,LECTURE,25740.44,1,"(44.0, 49.0]","(25000.0, 30000.0]",777,3.736920777,50.80316577,16.18410405,514.8088,10.53984576
6304,Study Loan,7200,23,456.29,24,735,42,2007.75,Government Payroll,Male,Married COP,41,EASTERN CAPE RURAL DEVELOPMENT AND AGRARIAN REFORM,ADMIN CLERK,16487.87,1,"(31.0, 41.0]","(12000.0, 17000.0]",777,3.584318606,36.05561023,15.7449321,392.5683333,9.254498715
6305,Study Loan,15000,23,871.5,24,735,42,4172.81,Government Payroll,Male,Single,41,LIMPOPO PROV ECONOMIC DEVELOP ENVIRONMENT TOURISM,Assitant director,35822.1,1,"(31.0, 41.0]","(35000.0, 10000000000.0]",777,3.593838723,41.05684814,17.19197708,852.9071429,19.28020566
6306,Study Loan,6535,23,419.15,24,735,42,1781.32,Government Payroll,Male,Single,40,Department Higher Education & Training,Teacher,48421.95,1,"(31.0, 41.0]","(35000.0, 10000000000.0]",777,3.666569415,115.2491967,15.55396882,1181.023171,8.399742931
6307,Study Loan,18000,23,1027.33,24,735,42,4913.1,Government Payroll,Female,Single,51,Gauteng Social Development,other,25271.69,1,"(49.0, 52.0]","(25000.0, 30000.0]",777,3.662929122,24.57546702,17.5041086,485.9940385,23.13624679
6308,Study Loan,15000,23,869.09,24,735,42,4115.17,Government Payroll,Female,Married,46,NATIONAL DEPARTMENT JUSTICE CONSTITUTIONAL DEVELOPMENT,Court Interpreter,14691.5,1,"(44.0, 49.0]","(12000.0, 17000.0]",777,3.644164357,16.88503488,17.2395959,312.5851064,19.28020566
6309,Study Loan,6289,23,406.25,24,735,42,1717.81,Government Payroll,Female,Single,37,Department Social Development,admin,20748.19,1,"(31.0, 41.0]","(17000.0, 25000.0]",777,3.658926816,50.94705955,15.44260282,546.005,8.083547558
6310,Study Loan,43800,23,2393.83,24,735,42,11908.99,Government Payroll,Female,Widowed,57,,,,1,"(52.0, 100.0]",,777,3.677584952,,18.28939841,,56.29820051
6311,Study Loan,14010,23,815.61,24,735,42,3821.32,Government Payroll,Male,Married,37,Department Labour,Teacher,22915.94,1,"(31.0, 41.0]","(17000.0, 25000.0]",777,3.665313213,28.06228187,17.15629248,603.0510526,18.00771208
6312,Study Loan,30000,23,1656.51,24,735,42,8013.5,Government Payroll,None,None,24,NATIONAL DEPARTMENT OF HEALTH,,8252.35,1,"(0.0, 31.0]","(0.0, 12000.0]",777,3.743215422,4.978763326,18.09943831,330.094,38.56041131
6313,Study Loan,22500,23,1267.65,24,735,42,6180.44,Government Payroll,Male,Single,35,Sap,admin,24620.7,1,"(31.0, 41.0]","(17000.0, 25000.0]",777,3.63992856,19.40700745,17.73538801,683.9083333,28.92030848
6314,Study Loan,6535,23,419.15,24,735,42,1781.32,Government Payroll,Male,Single,40,Department Higher Education & Training,Teacher,48421.95,1,"(31.0, 41.0]","(35000.0, 10000000000.0]",777,3.666569415,115.2491967,15.55396882,1181.023171,8.399742931
6315,Study Loan,15055,23,873.93,24,735,42,4176.33,Government Payroll,Female,Single,51,Gauteng Department Education,Teacher,26651.72,1,"(49.0, 52.0]","(25000.0, 30000.0]",777,3.603976703,30.4615455,17.20709085,512.5330769,19.35089974
6316,Study Loan,6000,23,390.11,24,735,42,1619.71,Government Payroll,Male,Married,44,Eastern  Cape Office The Premier,DIRECTOR,80746.55,1,"(41.0, 44.0]","(35000.0, 10000000000.0]",777,3.702081187,206.4548337,15.34095267,1794.367778,7.712082262
6317,Study Loan,15000,23,871.5,24,735,42,4172.81,Government Payroll,Female,Single,55,Mpumalanga Education,EDUCATOR,41183,1,"(52.0, 100.0]","(35000.0, 10000000000.0]",777,3.593838723,47.20114613,17.19197708,735.4107143,19.28020566
6318,Study Loan,7400,23,464.8,24,735,42,2012.08,Government Payroll,Male,Married ANC,50,Eastern Cape Education Department,Teacher,28774.75,1,"(49.0, 52.0]","(25000.0, 30000.0]",777,3.675959227,61.77490339,15.88664663,564.2107843,9.511568123
6319,Study Loan,8500,23,521.58,24,735,42,2275.03,Government Payroll,Female,Single,49,DEPARTMENT OF WATER AND SANITATION TRADING ACCOUNT,Accounting Clerk,26768.94,1,"(44.0, 49.0]","(25000.0, 30000.0]",777,3.734572919,51.22457806,16.26545218,535.3788,10.92544987
6320,Study Loan,35000,23,1928.45,24,735,42,9539.88,Government Payroll,Female,Single,49,Kwa-Zulu Natal Government Health,systems officer,29062.69,1,"(44.0, 49.0]","(25000.0, 30000.0]",777,3.668424716,15.06268107,18.13988442,581.2538,44.98714653
6321,Study Loan,15734.32,23,910.15,24,735,42,4366.32,Government Payroll,Male,Married,61,NATIONAL DEPARTMENT OF HOME AFFAIRS,Manager,99606,1,"(52.0, 100.0]","(35000.0, 10000000000.0]",777,3.602740353,109.3189925,17.26863853,1606.548387,20.2240617
6322,Study Loan,8684,23,534.35,24,735,42,2397.46,Government Payroll,Female,Single,43,Sap,ADMIN CLERK,23237.94,1,"(41.0, 44.0]","(17000.0, 25000.0]",777,3.620656588,43.40700476,16.22116372,528.135,11.16195373
6323,Study Loan,16970,23,972.15,24,735,42,4618.6,Government Payroll,Male,Single,30,Free State Department Education,other,30519.19,1,"(0.0, 31.0]","(30000.0, 35000.0]",777,3.673478223,31.36123927,17.4382161,984.49,21.81233933
6324,Study Loan,6535,23,419.15,24,735,42,1781.32,Government Payroll,Male,Single,40,Department Higher Education & Training,Teacher,48421.95,1,"(31.0, 41.0]","(35000.0, 10000000000.0]",777,3.666569415,115.2491967,15.55396882,1181.023171,8.399742931
6325,Study Loan,33000,23,1823.45,24,735,42,9019.98,Government Payroll,Female,Married,44,Sap,PERSONNEL OFFFICER,18256.69,1,"(41.0, 44.0]","(17000.0, 25000.0]",777,3.658139138,10.00668147,18.08764285,405.7042222,42.41645244
6326,Study Loan,37120,23,2040.94,24,735,42,10119.36,Government Payroll,None,None,28,Department Education,,0,1,"(0.0, 31.0]",,777,3.667853713,0,18.17879076,0,47.71208226
6327,Study Loan,20000,23,1132.88,24,735,42,5444.92,Government Payroll,,,,Department Education,,0,1,,,777,3.672474072,0,17.63855082,,25.70694087
6328,Study Loan,7240,23,458.13,24,735,42,2012.05,Government Payroll,Female,Divorced,41,DEPARTMENT OF SOCIAL DEVELOPMENT,HR PRACTIONER,21129.75,1,"(31.0, 41.0]","(17000.0, 25000.0]",777,3.596532625,46.02127938,15.76895433,503.0892857,9.305912596
6329,Study Loan,10000,23,605.35,24,735,42,2785.09,Government Payroll,Male,Single,35,STATISTICS SOUTH AFRICA,Ware house Clerk,16370.69,1,"(31.0, 41.0]","(12000.0, 17000.0]",777,3.5892595,26.9987466,16.49212501,454.7413889,12.85347044
6330,Study Loan,19300,23,1091.39,24,735,42,5150.59,Government Payroll,Female,Single,56,North West Health,ASSITANT NURSE,17530.19,1,"(52.0, 100.0]","(17000.0, 25000.0]",777,3.746416155,16.04755628,17.66768279,307.547193,24.80719794
6331,Study Loan,26985,23,1499.87,24,735,42,7269.11,Government Payroll,Female,Single,50,NORTH WEST EDUCATION AND SPORTS DEVELOPMENT,EDUCATOR,17644.25,1,"(49.0, 52.0]","(17000.0, 25000.0]",777,3.711773274,11.75601484,17.97957185,345.9656863,34.68508997
6332,Study Loan,23642.52,23,1322.25,24,735,42,6348.77,Government Payroll,Female,Single,36,PROPERTY MANAGEMENT TRADING ENTITY,ADMIN OFFICER,26735.19,1,"(31.0, 41.0]","(25000.0, 30000.0]",777,3.723366358,20.20418666,17.86700926,722.5727027,30.38884319
6333,Study Loan,7297,23,459.81,24,735,42,1995.63,Government Payroll,Male,Married,36,National Defence Force,OFFICER,19322.92,1,"(31.0, 41.0]","(17000.0, 25000.0]",777,3.654658099,41.93251015,15.83515983,522.2410811,9.379177378
6334,Study Loan,30000,23,1656.51,24,735,42,8013.5,Government Payroll,None,None,24,NATIONAL DEPARTMENT OF HEALTH,,8252.35,1,"(0.0, 31.0]","(0.0, 12000.0]",777,3.743215422,4.978763326,18.09943831,330.094,38.56041131
6335,Study Loan,86990,23,4694.55,24,735,42,23936.32,Debit Order,Male,Married,60,Eastern Cape Department Health,other,125040.37,0,"(52.0, 100.0]","(35000.0, 10000000000.0]",777,3.634074324,26.62954712,18.52605126,2049.842131,111.8123393
6336,Study Loan,28900,23,1619.35,24,735,42,8221.47,Government Payroll,Female,Married,38,NATIONAL DEPARTMENT OF ENVIRONMENTAL AFFAIRS,admin office,27856.19,0,"(31.0, 41.0]","(25000.0, 30000.0]",777,3.514758947,17.19146481,17.83565279,714.2612821,37.14652956
6337,Study Loan,8092,23,505.27,24,735,42,2291.36,Government Payroll,Female,Married,52,Gauteng Department Education,Teacher,29107.94,0,"(49.0, 52.0]","(25000.0, 30000.0]",777,3.529986564,57.49489403,15.98356608,549.2064151,10.40102828
6338,Study Loan,13200,23,779.17,24,735,42,3757.06,Government Payroll,Male,Single,42,NATIONAL DEPARTMENT OF CORRECTIONAL SERVICES,SECURITY OFFICER,20694,0,"(41.0, 44.0]","(17000.0, 25000.0]",777,3.512450573,26.52498814,16.91938936,481.255814,16.96658098
6339,Study Loan,15000,23,875.1,24,735,42,4259.57,Government Payroll,Male,Married ANC,43,KZN PROVINCIAL GOVERNMENT OF EDUCATION,INSPECTOR,27797.6,0,"(41.0, 44.0]","(25000.0, 30000.0]",777,3.520655687,31.72879808,17.12133318,631.7636364,19.28020566
6340,Study Loan,24800,23,1401.45,24,735,42,7092.09,Government Payroll,Female,Married,39,Sap,SERGEANT,21815.69,0,"(31.0, 41.0]","(17000.0, 25000.0]",777,3.496360542,15.55541374,17.68333987,545.39225,31.87660668
6341,Study Loan,31402.66,23,1754.39,24,735,42,8960.16,Government Payroll,Male,Single,48,WESTERN CAPE DEPARTMENT OF SOCIAL DEVELOPMENT,HEALTH,16249.94,0,"(44.0, 49.0]","(12000.0, 17000.0]",777,3.504307478,9.257167923,17.88927817,331.6314286,40.3633162
6342,Study Loan,17211,23,990.74,24,735,42,4823.77,Government Payroll,Female,Single,37,Sap,Constable,19104.19,0,"(31.0, 41.0]","(17000.0, 25000.0]",777,3.567216676,19.2633049,17.35434691,502.7418421,22.12210797
6343,Study Loan,7310,23,462.25,24,735,42,2040.85,Government Payroll,Male,Single,29,SA Social Security Agency,GRAND ADMINISTRATOR,15932.19,0,"(0.0, 31.0]","(12000.0, 17000.0]",777,3.580086686,34.39220723,15.77981651,531.073,9.395886889
6344,Study Loan,12240,23,724.98,24,735,42,3416.57,Government Payroll,Female,Single,39,NATIONAL DEPARTMENT OF CORRECTIONAL SERVICES,other,22150.94,0,"(31.0, 41.0]","(17000.0, 25000.0]",777,3.581492113,30.51177718,16.85996859,553.7735,15.73264781
6345,Study Loan,14523.72,23,850.06,24,735,42,4134.75,Government Payroll,Female,Married ANC,35,Department Social Development,SOCIAL WORKER,26090.94,0,"(31.0, 41.0]","(25000.0, 30000.0]",777,3.511749985,30.65699246,17.06544779,724.7483333,18.66802057
6346,Study Loan,10317,23,624.39,24,735,42,2925.31,Government Payroll,Female,Single,35,Eastern Cape Education Department,ADMIN OFFICER,21630.19,0,"(31.0, 41.0]","(17000.0, 25000.0]",777,3.5256005,34.58672189,16.49690593,600.8386111,13.26092545
6347,Study Loan,14353,23,840.91,24,735,42,4086.25,Government Payroll,Male,Single,39,Department Higher Education & Training,EDUCATOR,24771.75,0,"(31.0, 41.0]","(17000.0, 25000.0]",777,3.511652089,29.42327565,17.04814054,619.29375,18.44858612
6348,Study Loan,24240,23,1365.17,24,735,42,6781.4,Government Payroll,Female,Single,50,KZN PROVINCIAL GOVERNMENT OF EDUCATION,EDUCATOR,34776.25,0,"(49.0, 52.0]","(30000.0, 35000.0]",777,3.573956122,25.45528741,17.74303344,681.8872549,31.15681234
6349,Study Loan,9356,23,572.64,24,735,42,2644.8,Government Payroll,Female,Married,43,Sap,SERGEANT,26515.69,0,"(41.0, 44.0]","(25000.0, 30000.0]",777,3.536170534,46.22357228,16.30988076,602.6293182,12.02570694
6350,Study Loan,29500,23,1651.53,24,735,42,8393.54,Government Payroll,Female,Single,46,North West Social Development,other,22110,0,"(44.0, 49.0]","(17000.0, 25000.0]",777,3.514188985,13.37948479,17.85141571,470.4255319,37.91773779
6351,Study Loan,24790,23,1399.31,24,735,42,7050.14,Government Payroll,Female,Single,46,PROPERTY MANAGEMENT TRADING ENTITY,Senior Admin,32554.19,0,"(44.0, 49.0]","(30000.0, 35000.0]",777,3.515743554,23.24784512,17.70322286,692.6423404,31.86375321
6352,Study Loan,7984,23,498.19,24,735,42,2229.68,Government Payroll,Male,Single,30,Sap,ADMINISTRATION CLERK,16312.1,0,"(0.0, 31.0]","(12000.0, 17000.0]",777,3.57917765,32.67713696,15.99391013,526.1967742,10.2622108
6353,Study Loan,7140,23,454.31,24,735,42,2020.4,Government Payroll,Female,Married COP,49,KZN PROVINCIAL GOVERNMENT OF EDUCATION,Teacher,29384.19,0,"(44.0, 49.0]","(25000.0, 30000.0]",777,3.532205402,64.53666733,15.68162351,587.6838,9.177377892
6354,Study Loan,11350,23,678.95,24,735,42,3201.52,Government Payroll,Female,Single,42,KZN PROVINCIAL GOVERNMENT OF EDUCATION,EDUCATOR,31397.94,0,"(41.0, 44.0]","(30000.0, 35000.0]",777,3.544084034,46.17683653,16.69240385,730.1846512,14.58868895
6355,Study Loan,10386,23,627.74,24,735,42,2937.26,Government Payroll,Female,Married COP,46,KZN PROVINCIAL GOVERNMENT OF EDUCATION,SNR ADMIN CLERK,16370.69,0,"(44.0, 49.0]","(12000.0, 17000.0]",777,3.534745053,26.03729682,16.51875179,348.3125532,13.3496144
6356,Study Loan,7640,23,480.85,24,735,42,2157.19,Government Payroll,Female,Married ANC,42,Sap,SERGEANT,23680.69,0,"(41.0, 44.0]","(17000.0, 25000.0]",777,3.540003429,49.14535644,15.85555671,550.7137209,9.820051414
6357,Study Loan,11470,23,685.37,24,735,42,3235.53,Government Payroll,Female,Married,49,Free State Department Education,DEPARTMENTAL HEAD,30663.19,0,"(44.0, 49.0]","(30000.0, 35000.0]",777,3.54391895,44.67443216,16.71110334,613.2638,14.74293059
6358,Study Loan,20860,23,1187.53,24,735,42,5897.88,Government Payroll,Female,Married ANC,56,Limpopo Province Education Department,Teacher,38432.19,0,"(52.0, 100.0]","(35000.0, 10000000000.0]",777,3.536264511,32.33590233,17.55109253,674.2489474,26.81233933
6359,Study Loan,6840,23,436.95,24,735,42,1903.46,Government Payroll,Male,Single,34,WESTERN CAPE DEPARTMENT OF SOCIAL DEVELOPMENT,other,14691.5,0,"(31.0, 41.0]","(12000.0, 17000.0]",777,3.591569264,33.5460669,15.61822126,419.7571429,8.791773779
6360,Study Loan,8820,23,543.71,24,735,42,2486.21,Government Payroll,Female,Single,55,NATIONAL DEPARTMENT JUSTICE CONSTITUTIONAL DEVELOPMENT,administrator,27856.19,0,"(52.0, 100.0]","(25000.0, 30000.0]",777,3.546142063,51.13948707,16.19210222,497.4319643,11.33676093
6361,Study Loan,10010,23,611.01,24,735,42,2911.87,Government Payroll,Female,Married,38,Sap,Constable,25394.61,0,"(31.0, 41.0]","(25000.0, 30000.0]",777,3.436473306,41.49378278,16.3559419,651.1438462,12.86632391
6362,Study Loan,19070,23,1092.79,24,735,42,5414.04,Government Payroll,Female,Single,42,KZN PROVINCIAL GOVERNMENT OF EDUCATION,Teacher,18272.25,0,"(41.0, 44.0]","(17000.0, 25000.0]",777,3.52167297,16.7054462,17.43479096,424.9360465,24.51156812
6363,Study Loan,15000,23,874.43,24,735,42,4243.23,Government Payroll,Female,Single,40,Limpopo Province Education Department,Teacher,28318.09,0,"(31.0, 41.0]","(25000.0, 30000.0]",777,3.534209974,32.34763488,17.13443679,690.685122,19.28020566
6364,Study Loan,37970,23,2102.08,24,735,42,10736.71,Government Payroll,Female,Married,48,SA Social Security Agency,Assistant Manager,34207.75,0,"(44.0, 49.0]","(30000.0, 35000.0]",777,3.536135731,16.26554862,18.05447249,698.1173469,48.80462725
